recipe_name,source,url,servings,calories,image_url,diet_labels,health_labels,cautions,cuisine_type,meal_type,dish_type
Buffalo Deviled Eggs,recipezazz.com,https://www.recipezazz.com/recipe/buffalo-deviled-eggs-20996,6,1169.882439999336,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/024bc7590956823aa56fa6fab08100a49f3a3ca163be9c9d4ec5d4260eb9e49f/21135785.jpg,"[""Low-Carb""]","[""Peanut-Free"",""Tree-Nut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""starter""]"
Basmati Rice Salad,Food Network,https://www.foodnetwork.com/recipes/bobby-flay/basmati-rice-salad-recipe-1918338,4,2421.503491972957,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/026c047af4f5b7f0364b00cced4641ec66d8f7dcb83fb7a0a45a14fdd8b5dfb6/21124199.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""indian""]","[""lunch/dinner""]","[""salad""]"
"Chicken, Zucchini and Prosciutto",BigOven,https://www.bigoven.com/recipe/chicken-zucchini-and-prosciutto/166836,4,1870.9295,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/025108c6733aa94d86035e11ae13cafa79e743e07b746622a8c791686ba967be/21052061.jpg,"[""High-Protein"",""Low-Carb""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Pecan Pie Crust,food.com,http://www.food.com/recipe/pecan-pie-crust-30630,6,1579.794250001111,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02534dcf7d323e353404beff36b5bcc0447360d5d72fe7f555180fd6f4461dc7/21102813.jpg,"[""Low-Carb"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""desserts""]"
Radish and Carrot Salad with Blueberries,eatsmarter.com,https://eatsmarter.com/recipes/radish-and-carrot-salad-with-blueberries,1,255.1653352711438,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0254385d99b33f58bd01931bde840dad842b57b69f490fedff63bc14f7ea469b/21114252.jpg,"[""High-Fiber""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""south american""]","[""lunch/dinner""]","[""salad""]"
Raspberry Sherbet Party Punch,natashaskitchen.com,https://natashaskitchen.com/raspberry-sherbet-party-punch/,18,1565.170287941012,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0254c753a8d8a52691636323b77fbd61717414db2cd1435703d2aaa4ecc48721/21118052.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""drinks""]"
Fried Eggs Over Hard,sonshinekitchen.com,https://www.sonshinekitchen.com/fried-eggs-difference-fried-eggs-over-hard-recipe/,1,163.441465,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0254f419ef908ced763c2ef568bfd085835b8110b0347adb482c58db5686973e/21081795.jpg,"[""Low-Carb""]","[""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""breakfast""]","[""main course""]"
Herbed porterhouse with roasted kipfler wedges,womensweeklyfood.com.au,https://www.womensweeklyfood.com.au/recipes/herbed-porterhouse-with-roasted-kipfler-wedges-11228,4,6250.616353661004,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02586905d3ae55864c01bf6d11118044a459e9714a6f134d42d36c089d4c6ccc/21093086.jpg,"[""High-Fiber"",""Low-Carb""]","[""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""lunch/dinner""]","[""main course""]"
Super Healthy Grain Breakfast,food.com,http://www.food.com/recipe/super-healthy-grain-breakfast-55118,1,323.5322899,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0258ad3afd49dba3c4e78f0ce57de343e09f2ec4a3b9a53256d56ae08110b0d3/21131645.jpg,"[""High-Fiber"",""Low-Fat"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Sulfites""]","[""mediterranean""]","[""breakfast""]","[""cereals""]"
"Blackberry, Honey And Yogurt Pops",Lottie + Doof,http://www.lottieanddoof.com/2010/08/blackberry-honey-and-yogurt-pops/,4,484.6150000054449,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02593846841e3918465fa2f5c92c7d2918f23ec61b0c9df7fae47019a39790fc/20951554.jpg,"[""High-Fiber"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""desserts""]"
Peach Honey,Foodista,http://www.foodista.com/recipe/YWY8F8YJ/peach-honey,8,3815.42,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/025c1ffba2d0f4951ada38cf9e3d2cc39abdfaca6203b0e9afae0e6c35c9632e/21068845.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean""]","[""lunch/dinner""]","[""desserts""]"
